event_id,campaign_id,campaign_name,campaign_type,subscriber_id,event_type,event_date
EVT001344,2,January Newsletter,Newsletter,SUB1416,Sent,2024-01-18
EVT001345,2,January Newsletter,Newsletter,SUB1416,Opened,2024-01-20
EVT001346,2,January Newsletter,Newsletter,SUB0675,Sent,2024-01-18
EVT001347,2,January Newsletter,Newsletter,SUB1355,Sent,2024-01-18
EVT001348,2,January Newsletter,Newsletter,SUB1355,Opened,2024-01-18
EVT001349,2,January Newsletter,Newsletter,SUB0630,Sent,2024-01-18
EVT001350,2,January Newsletter,Newsletter,SUB0441,Sent,2024-01-18
EVT001351,2,January Newsletter,Newsletter,SUB0205,Sent,2024-01-18
EVT001352,2,January Newsletter,Newsletter,SUB0429,Sent,2024-01-18
EVT001353,2,January Newsletter,Newsletter,SUB0150,Sent,2024-01-18
EVT001354,2,January Newsletter,Newsletter,SUB0150,Opened,2024-01-19
EVT001355,2,January Newsletter,Newsletter,SUB0584,Sent,2024-01-18
EVT001356,2,January Newsletter,Newsletter,SUB1142,Sent,2024-01-18
EVT001357,2,January Newsletter,Newsletter,SUB0844,Sent,2024-01-18
EVT001358,2,January Newsletter,Newsletter,SUB0109,Sent,2024-01-18
EVT001359,2,January Newsletter,Newsletter,SUB0109,Opened,2024-01-18
EVT001360,2,January Newsletter,Newsletter,SUB1380,Sent,2024-01-18
EVT001361,2,January Newsletter,Newsletter,SUB0872,Sent,2024-01-18
EVT001362,2,January Newsletter,Newsletter,SUB0995,Sent,2024-01-18
EVT001363,2,January Newsletter,Newsletter,SUB0995,Opened,2024-01-18
EVT001364,2,January Newsletter,Newsletter,SUB0396,Sent,2024-01-18
EVT001365,2,January Newsletter,Newsletter,SUB0571,Sent,2024-01-18
EVT001366,2,January Newsletter,Newsletter,SUB1141,Sent,2024-01-18
EVT001367,2,January Newsletter,Newsletter,SUB1141,Opened,2024-01-20
EVT001368,2,January Newsletter,Newsletter,SUB1141,Clicked,2024-01-20
EVT001369,2,January Newsletter,Newsletter,SUB1364,Sent,2024-01-18
EVT001370,2,January Newsletter,Newsletter,SUB0282,Sent,2024-01-18
EVT001371,2,January Newsletter,Newsletter,SUB0282,Opened,2024-01-18
EVT001372,2,January Newsletter,Newsletter,SUB0470,Sent,2024-01-18
EVT001373,2,January Newsletter,Newsletter,SUB0113,Sent,2024-01-18
EVT001374,2,January Newsletter,Newsletter,SUB0113,Opened,2024-01-19
EVT001375,2,January Newsletter,Newsletter,SUB0340,Sent,2024-01-18
EVT001376,2,January Newsletter,Newsletter,SUB0340,Opened,2024-01-19
EVT001377,2,January Newsletter,Newsletter,SUB0047,Sent,2024-01-18
EVT001378,2,January Newsletter,Newsletter,SUB0492,Sent,2024-01-18
EVT001379,2,January Newsletter,Newsletter,SUB1463,Sent,2024-01-18
EVT001380,2,January Newsletter,Newsletter,SUB1314,Sent,2024-01-18
EVT001381,2,January Newsletter,Newsletter,SUB0800,Sent,2024-01-18
EVT001382,2,January Newsletter,Newsletter,SUB0051,Sent,2024-01-18
EVT001383,2,January Newsletter,Newsletter,SUB0051,Opened,2024-01-20
EVT001384,2,January Newsletter,Newsletter,SUB1440,Sent,2024-01-18
EVT001385,2,January Newsletter,Newsletter,SUB0137,Sent,2024-01-18
EVT001386,2,January Newsletter,Newsletter,SUB0258,Sent,2024-01-18
EVT001387,2,January Newsletter,Newsletter,SUB1148,Sent,2024-01-18
EVT001388,2,January Newsletter,Newsletter,SUB0775,Sent,2024-01-18
EVT001389,2,January Newsletter,Newsletter,SUB0775,Opened,2024-01-19
EVT001390,2,January Newsletter,Newsletter,SUB0216,Sent,2024-01-18
EVT001391,2,January Newsletter,Newsletter,SUB0041,Sent,2024-01-18
EVT001392,2,January Newsletter,Newsletter,SUB1235,Sent,2024-01-18
EVT001393,2,January Newsletter,Newsletter,SUB0412,Sent,2024-01-18
EVT001394,2,January Newsletter,Newsletter,SUB1252,Sent,2024-01-18
EVT001395,2,January Newsletter,Newsletter,SUB1481,Sent,2024-01-18
EVT001396,2,January Newsletter,Newsletter,SUB0561,Sent,2024-01-18
EVT001397,2,January Newsletter,Newsletter,SUB0561,Opened,2024-01-20
EVT001398,2,January Newsletter,Newsletter,SUB0933,Sent,2024-01-18
EVT001399,2,January Newsletter,Newsletter,SUB0933,Opened,2024-01-20
EVT001400,2,January Newsletter,Newsletter,SUB0933,Clicked,2024-01-20
EVT001401,2,January Newsletter,Newsletter,SUB0704,Sent,2024-01-18
EVT001402,2,January Newsletter,Newsletter,SUB0704,Opened,2024-01-20
EVT001403,2,January Newsletter,Newsletter,SUB0704,Clicked,2024-01-20
EVT001404,2,January Newsletter,Newsletter,SUB1112,Sent,2024-01-18
EVT001405,2,January Newsletter,Newsletter,SUB1464,Sent,2024-01-18
EVT001406,2,January Newsletter,Newsletter,SUB0228,Sent,2024-01-18
EVT001407,2,January Newsletter,Newsletter,SUB0791,Sent,2024-01-18
EVT001408,2,January Newsletter,Newsletter,SUB0378,Sent,2024-01-18
EVT001409,2,January Newsletter,Newsletter,SUB0378,Opened,2024-01-19
EVT001410,2,January Newsletter,Newsletter,SUB0378,Clicked,2024-01-19
EVT001411,2,January Newsletter,Newsletter,SUB0187,Sent,2024-01-18
EVT001412,2,January Newsletter,Newsletter,SUB0694,Sent,2024-01-18
EVT001413,2,January Newsletter,Newsletter,SUB0996,Sent,2024-01-18
EVT001414,2,January Newsletter,Newsletter,SUB0997,Sent,2024-01-18
EVT001415,2,January Newsletter,Newsletter,SUB1042,Sent,2024-01-18
EVT001416,2,January Newsletter,Newsletter,SUB0599,Sent,2024-01-18
EVT001417,2,January Newsletter,Newsletter,SUB0599,Opened,2024-01-18
EVT001418,2,January Newsletter,Newsletter,SUB0798,Sent,2024-01-18
EVT001419,2,January Newsletter,Newsletter,SUB0798,Opened,2024-01-18
EVT001420,2,January Newsletter,Newsletter,SUB0425,Sent,2024-01-18
EVT001421,2,January Newsletter,Newsletter,SUB0088,Sent,2024-01-18
EVT001422,2,January Newsletter,Newsletter,SUB1045,Sent,2024-01-18
EVT001423,2,January Newsletter,Newsletter,SUB1045,Opened,2024-01-19
EVT001424,2,January Newsletter,Newsletter,SUB0897,Sent,2024-01-18
EVT001425,2,January Newsletter,Newsletter,SUB0709,Sent,2024-01-18
EVT001426,2,January Newsletter,Newsletter,SUB0715,Sent,2024-01-18
EVT001427,2,January Newsletter,Newsletter,SUB0840,Sent,2024-01-18
EVT001428,2,January Newsletter,Newsletter,SUB0960,Sent,2024-01-18
EVT001429,2,January Newsletter,Newsletter,SUB1451,Sent,2024-01-18
EVT001430,2,January Newsletter,Newsletter,SUB0982,Sent,2024-01-18
EVT001431,2,January Newsletter,Newsletter,SUB1174,Sent,2024-01-18
EVT001432,2,January Newsletter,Newsletter,SUB1011,Sent,2024-01-18
EVT001433,2,January Newsletter,Newsletter,SUB1011,Opened,2024-01-18
EVT001434,2,January Newsletter,Newsletter,SUB0020,Sent,2024-01-18
EVT001435,2,January Newsletter,Newsletter,SUB0020,Opened,2024-01-18
EVT001436,2,January Newsletter,Newsletter,SUB0916,Sent,2024-01-18
EVT001437,2,January Newsletter,Newsletter,SUB0916,Opened,2024-01-20
EVT001438,2,January Newsletter,Newsletter,SUB1280,Sent,2024-01-18
EVT001439,2,January Newsletter,Newsletter,SUB1280,Opened,2024-01-20
EVT001440,2,January Newsletter,Newsletter,SUB1280,Clicked,2024-01-20
EVT001441,2,January Newsletter,Newsletter,SUB1280,Converted,2024-01-20
EVT001442,2,January Newsletter,Newsletter,SUB0500,Sent,2024-01-18
EVT001443,2,January Newsletter,Newsletter,SUB0500,Bounced,2024-01-18
EVT001444,2,January Newsletter,Newsletter,SUB0431,Sent,2024-01-18
EVT001445,2,January Newsletter,Newsletter,SUB1358,Sent,2024-01-18
EVT001446,2,January Newsletter,Newsletter,SUB1378,Sent,2024-01-18
EVT001447,2,January Newsletter,Newsletter,SUB0652,Sent,2024-01-18
EVT001448,2,January Newsletter,Newsletter,SUB0652,Opened,2024-01-20
EVT001449,2,January Newsletter,Newsletter,SUB1337,Sent,2024-01-18
EVT001450,2,January Newsletter,Newsletter,SUB1373,Sent,2024-01-18
EVT001451,2,January Newsletter,Newsletter,SUB1373,Opened,2024-01-20
EVT001452,2,January Newsletter,Newsletter,SUB1373,Clicked,2024-01-20
EVT001453,2,January Newsletter,Newsletter,SUB0214,Sent,2024-01-18
EVT001454,2,January Newsletter,Newsletter,SUB0214,Opened,2024-01-19
EVT001455,2,January Newsletter,Newsletter,SUB0990,Sent,2024-01-18
EVT001456,2,January Newsletter,Newsletter,SUB0990,Opened,2024-01-19
EVT001457,2,January Newsletter,Newsletter,SUB0990,Clicked,2024-01-19
EVT001458,2,January Newsletter,Newsletter,SUB1159,Sent,2024-01-18
EVT001459,2,January Newsletter,Newsletter,SUB0537,Sent,2024-01-18
EVT001460,2,January Newsletter,Newsletter,SUB0886,Sent,2024-01-18
EVT001461,2,January Newsletter,Newsletter,SUB1204,Sent,2024-01-18
EVT001462,2,January Newsletter,Newsletter,SUB1204,Opened,2024-01-20
EVT001463,2,January Newsletter,Newsletter,SUB0411,Sent,2024-01-18
EVT001464,2,January Newsletter,Newsletter,SUB0411,Bounced,2024-01-18
EVT001465,2,January Newsletter,Newsletter,SUB0175,Sent,2024-01-18
EVT001466,2,January Newsletter,Newsletter,SUB0629,Sent,2024-01-18
EVT001467,2,January Newsletter,Newsletter,SUB0629,Opened,2024-01-20
EVT001468,2,January Newsletter,Newsletter,SUB0924,Sent,2024-01-18
EVT001469,2,January Newsletter,Newsletter,SUB0924,Opened,2024-01-18
EVT001470,2,January Newsletter,Newsletter,SUB0968,Sent,2024-01-18
EVT001471,2,January Newsletter,Newsletter,SUB1287,Sent,2024-01-18
EVT001472,2,January Newsletter,Newsletter,SUB0591,Sent,2024-01-18
EVT001473,2,January Newsletter,Newsletter,SUB0843,Sent,2024-01-18
EVT001474,2,January Newsletter,Newsletter,SUB0246,Sent,2024-01-18
EVT001475,2,January Newsletter,Newsletter,SUB0388,Sent,2024-01-18
EVT001476,2,January Newsletter,Newsletter,SUB0980,Sent,2024-01-18
EVT001477,2,January Newsletter,Newsletter,SUB0691,Sent,2024-01-18
EVT001478,2,January Newsletter,Newsletter,SUB0691,Opened,2024-01-19
EVT001479,2,January Newsletter,Newsletter,SUB0466,Sent,2024-01-18
EVT001480,2,January Newsletter,Newsletter,SUB0165,Sent,2024-01-18
EVT001481,2,January Newsletter,Newsletter,SUB0165,Opened,2024-01-19
EVT001482,2,January Newsletter,Newsletter,SUB0474,Sent,2024-01-18
EVT001483,2,January Newsletter,Newsletter,SUB0474,Opened,2024-01-20
EVT001484,2,January Newsletter,Newsletter,SUB0474,Clicked,2024-01-20
EVT001485,2,January Newsletter,Newsletter,SUB0494,Sent,2024-01-18
EVT001486,2,January Newsletter,Newsletter,SUB0494,Opened,2024-01-18
EVT001487,2,January Newsletter,Newsletter,SUB1323,Sent,2024-01-18
EVT001488,2,January Newsletter,Newsletter,SUB0122,Sent,2024-01-18
EVT001489,2,January Newsletter,Newsletter,SUB0122,Opened,2024-01-20
EVT001490,2,January Newsletter,Newsletter,SUB0355,Sent,2024-01-18
EVT001491,2,January Newsletter,Newsletter,SUB0673,Sent,2024-01-18
EVT001492,2,January Newsletter,Newsletter,SUB1205,Sent,2024-01-18
EVT001493,2,January Newsletter,Newsletter,SUB1205,Opened,2024-01-19
EVT001494,2,January Newsletter,Newsletter,SUB0083,Sent,2024-01-18
EVT001495,2,January Newsletter,Newsletter,SUB0952,Sent,2024-01-18
EVT001496,2,January Newsletter,Newsletter,SUB0008,Sent,2024-01-18
EVT001497,2,January Newsletter,Newsletter,SUB0626,Sent,2024-01-18
EVT001498,2,January Newsletter,Newsletter,SUB0213,Sent,2024-01-18
EVT001499,2,January Newsletter,Newsletter,SUB1351,Sent,2024-01-18
EVT001500,2,January Newsletter,Newsletter,SUB0594,Sent,2024-01-18
EVT001501,2,January Newsletter,Newsletter,SUB0921,Sent,2024-01-18
EVT001502,2,January Newsletter,Newsletter,SUB0390,Sent,2024-01-18
EVT001503,2,January Newsletter,Newsletter,SUB0390,Opened,2024-01-18
EVT001504,2,January Newsletter,Newsletter,SUB0718,Sent,2024-01-18
EVT001505,2,January Newsletter,Newsletter,SUB0680,Sent,2024-01-18
EVT001506,2,January Newsletter,Newsletter,SUB0975,Sent,2024-01-18
EVT001507,2,January Newsletter,Newsletter,SUB1278,Sent,2024-01-18
EVT001508,2,January Newsletter,Newsletter,SUB1278,Opened,2024-01-18
EVT001509,2,January Newsletter,Newsletter,SUB1371,Sent,2024-01-18
EVT001510,2,January Newsletter,Newsletter,SUB1457,Sent,2024-01-18
EVT001511,2,January Newsletter,Newsletter,SUB1411,Sent,2024-01-18
EVT001512,2,January Newsletter,Newsletter,SUB0622,Sent,2024-01-18
EVT001513,2,January Newsletter,Newsletter,SUB0406,Sent,2024-01-18
EVT001514,2,January Newsletter,Newsletter,SUB0586,Sent,2024-01-18
EVT001515,2,January Newsletter,Newsletter,SUB0669,Sent,2024-01-18
EVT001516,2,January Newsletter,Newsletter,SUB1433,Sent,2024-01-18
EVT001517,2,January Newsletter,Newsletter,SUB1433,Opened,2024-01-18
EVT001518,2,January Newsletter,Newsletter,SUB0044,Sent,2024-01-18
EVT001519,2,January Newsletter,Newsletter,SUB0198,Sent,2024-01-18
EVT001520,2,January Newsletter,Newsletter,SUB0208,Sent,2024-01-18
EVT001521,2,January Newsletter,Newsletter,SUB1193,Sent,2024-01-18
EVT001522,2,January Newsletter,Newsletter,SUB0786,Sent,2024-01-18
EVT001523,2,January Newsletter,Newsletter,SUB0786,Opened,2024-01-20
EVT001524,2,January Newsletter,Newsletter,SUB0188,Sent,2024-01-18
EVT001525,2,January Newsletter,Newsletter,SUB1333,Sent,2024-01-18
EVT001526,2,January Newsletter,Newsletter,SUB1150,Sent,2024-01-18
EVT001527,2,January Newsletter,Newsletter,SUB0413,Sent,2024-01-18
EVT001528,2,January Newsletter,Newsletter,SUB0552,Sent,2024-01-18
EVT001529,2,January Newsletter,Newsletter,SUB1154,Sent,2024-01-18
EVT001530,2,January Newsletter,Newsletter,SUB1154,Opened,2024-01-20
EVT001531,2,January Newsletter,Newsletter,SUB1407,Sent,2024-01-18
EVT001532,2,January Newsletter,Newsletter,SUB0077,Sent,2024-01-18
EVT001533,2,January Newsletter,Newsletter,SUB0909,Sent,2024-01-18
EVT001534,2,January Newsletter,Newsletter,SUB0909,Bounced,2024-01-18
EVT001535,2,January Newsletter,Newsletter,SUB1255,Sent,2024-01-18
EVT001536,2,January Newsletter,Newsletter,SUB1255,Opened,2024-01-19
EVT001537,2,January Newsletter,Newsletter,SUB1255,Clicked,2024-01-19
EVT001538,2,January Newsletter,Newsletter,SUB0747,Sent,2024-01-18
EVT001539,2,January Newsletter,Newsletter,SUB0747,Opened,2024-01-19
EVT001540,2,January Newsletter,Newsletter,SUB0519,Sent,2024-01-18
EVT001541,2,January Newsletter,Newsletter,SUB0816,Sent,2024-01-18
EVT001542,2,January Newsletter,Newsletter,SUB1240,Sent,2024-01-18
EVT001543,2,January Newsletter,Newsletter,SUB1240,Opened,2024-01-20
EVT001544,2,January Newsletter,Newsletter,SUB0802,Sent,2024-01-18
EVT001545,2,January Newsletter,Newsletter,SUB0050,Sent,2024-01-18
EVT001546,2,January Newsletter,Newsletter,SUB0612,Sent,2024-01-18
EVT001547,2,January Newsletter,Newsletter,SUB0583,Sent,2024-01-18
EVT001548,2,January Newsletter,Newsletter,SUB0583,Opened,2024-01-18
EVT001549,2,January Newsletter,Newsletter,SUB1077,Sent,2024-01-18
EVT001550,2,January Newsletter,Newsletter,SUB0660,Sent,2024-01-18
EVT001551,2,January Newsletter,Newsletter,SUB0998,Sent,2024-01-18
EVT001552,2,January Newsletter,Newsletter,SUB0082,Sent,2024-01-18
EVT001553,2,January Newsletter,Newsletter,SUB0637,Sent,2024-01-18
EVT001554,2,January Newsletter,Newsletter,SUB0575,Sent,2024-01-18
EVT001555,2,January Newsletter,Newsletter,SUB0835,Sent,2024-01-18
EVT001556,2,January Newsletter,Newsletter,SUB1453,Sent,2024-01-18
EVT001557,2,January Newsletter,Newsletter,SUB0313,Sent,2024-01-18
EVT001558,2,January Newsletter,Newsletter,SUB0319,Sent,2024-01-18
EVT001559,2,January Newsletter,Newsletter,SUB0319,Opened,2024-01-20
EVT001560,2,January Newsletter,Newsletter,SUB0581,Sent,2024-01-18
EVT001561,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0162,Sent,2024-01-25
EVT001562,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0162,Opened,2024-01-26
EVT001563,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0187,Sent,2024-01-25
EVT001564,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0401,Sent,2024-01-25
EVT001565,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0401,Opened,2024-01-26
EVT001566,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0401,Clicked,2024-01-26
EVT001567,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1142,Sent,2024-01-25
EVT001568,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0840,Sent,2024-01-25
EVT001569,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0840,Opened,2024-01-26
EVT001570,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0784,Sent,2024-01-25
EVT001571,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0784,Opened,2024-01-28
EVT001572,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0521,Sent,2024-01-25
EVT001573,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0521,Opened,2024-01-26
EVT001574,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0521,Clicked,2024-01-26
EVT001575,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0525,Sent,2024-01-25
EVT001576,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0525,Opened,2024-01-27
EVT001577,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1469,Sent,2024-01-25
EVT001578,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0240,Sent,2024-01-25
EVT001579,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0240,Opened,2024-01-25
EVT001580,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0647,Sent,2024-01-25
EVT001581,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0972,Sent,2024-01-25
EVT001582,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1194,Sent,2024-01-25
EVT001583,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0916,Sent,2024-01-25
EVT001584,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0916,Opened,2024-01-27
EVT001585,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0916,Clicked,2024-01-27
EVT001586,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0999,Sent,2024-01-25
EVT001587,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0999,Opened,2024-01-26
EVT001588,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0741,Sent,2024-01-25
EVT001589,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1227,Sent,2024-01-25
EVT001590,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0960,Sent,2024-01-25
EVT001591,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1011,Sent,2024-01-25
EVT001592,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1011,Opened,2024-01-26
EVT001593,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1440,Sent,2024-01-25
EVT001594,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1440,Opened,2024-01-25
EVT001595,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1440,Clicked,2024-01-25
EVT001596,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0268,Sent,2024-01-25
EVT001597,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1267,Sent,2024-01-25
EVT001598,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1267,Opened,2024-01-27
EVT001599,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1267,Clicked,2024-01-27
EVT001600,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0094,Sent,2024-01-25
EVT001601,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0094,Opened,2024-01-27
EVT001602,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0094,Clicked,2024-01-27
EVT001603,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0094,Converted,2024-01-27
EVT001604,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0646,Sent,2024-01-25
EVT001605,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0013,Sent,2024-01-25
EVT001606,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0013,Opened,2024-01-28
EVT001607,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0926,Sent,2024-01-25
EVT001608,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0980,Sent,2024-01-25
EVT001609,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0980,Opened,2024-01-26
EVT001610,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0328,Sent,2024-01-25
EVT001611,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0328,Opened,2024-01-25
EVT001612,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0328,Clicked,2024-01-25
EVT001613,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0625,Sent,2024-01-25
EVT001614,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0625,Opened,2024-01-27
EVT001615,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0625,Clicked,2024-01-27
EVT001616,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0165,Sent,2024-01-25
EVT001617,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0166,Sent,2024-01-25
EVT001618,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0778,Sent,2024-01-25
EVT001619,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1068,Sent,2024-01-25
EVT001620,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0717,Sent,2024-01-25
EVT001621,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0601,Sent,2024-01-25
EVT001622,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0905,Sent,2024-01-25
EVT001623,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0868,Sent,2024-01-25
EVT001624,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0711,Sent,2024-01-25
EVT001625,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0711,Opened,2024-01-26
EVT001626,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0711,Clicked,2024-01-26
EVT001627,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0711,Converted,2024-01-26
EVT001628,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0545,Sent,2024-01-25
EVT001629,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0503,Sent,2024-01-25
EVT001630,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0776,Sent,2024-01-25
EVT001631,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0776,Opened,2024-01-26
EVT001632,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1416,Sent,2024-01-25
EVT001633,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1416,Opened,2024-01-27
EVT001634,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1416,Clicked,2024-01-28
EVT001635,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0558,Sent,2024-01-25
EVT001636,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0645,Sent,2024-01-25
EVT001637,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1378,Sent,2024-01-25
EVT001638,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0995,Sent,2024-01-25
EVT001639,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0205,Sent,2024-01-25
EVT001640,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1388,Sent,2024-01-25
EVT001641,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0186,Sent,2024-01-25
EVT001642,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0186,Opened,2024-01-27
EVT001643,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0186,Clicked,2024-01-27
EVT001644,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0819,Sent,2024-01-25
EVT001645,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0819,Bounced,2024-01-25
EVT001646,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0502,Sent,2024-01-25
EVT001647,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0502,Opened,2024-01-26
EVT001648,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0502,Clicked,2024-01-26
EVT001649,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0260,Sent,2024-01-25
EVT001650,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0260,Opened,2024-01-26
EVT001651,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0091,Sent,2024-01-25
EVT001652,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0091,Opened,2024-01-27
EVT001653,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0091,Clicked,2024-01-27
EVT001654,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0091,Converted,2024-01-27
EVT001655,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1226,Sent,2024-01-25
EVT001656,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1226,Opened,2024-01-26
EVT001657,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1226,Clicked,2024-01-26
EVT001658,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1226,Converted,2024-01-26
EVT001659,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1241,Sent,2024-01-25
EVT001660,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0466,Sent,2024-01-25
EVT001661,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1160,Sent,2024-01-25
EVT001662,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1148,Sent,2024-01-25
EVT001663,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1148,Opened,2024-01-27
EVT001664,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1148,Clicked,2024-01-27
EVT001665,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1148,Converted,2024-01-28
EVT001666,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1428,Sent,2024-01-25
EVT001667,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB1428,Opened,2024-01-25
EVT001668,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0412,Sent,2024-01-25
EVT001669,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0683,Sent,2024-01-25
EVT001670,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0199,Sent,2024-01-25
EVT001671,3,Abandoned Cart Recovery - Jan,Abandoned Cart,SUB0199,Opened,2024-01-27
